Date;Stock;Open;High;Low;Close;Resist;Support;GSLine;Trend
2020/07/14;MINA;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;MIRA;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;MITI;51,00;51,00;51,00;51,00;51,00;51,00;N;Strong Uptrend
2020/07/14;MKNT;50,00;50,00;50,00;50,00;50,00;50,00;D;Strong Uptrend
2020/07/14;MKPI;15800,00;15800,00;15800,00;15800,00;15800,00;15800,00;U;Strong Downtrend
2020/07/14;MLBI;10000,00;10000,00;9950,00;9975,00;10000,00;9975,00;D;Strong Downtrend
2020/07/14;MLIA;560,00;575,00;555,00;570,00;575,00;540,00;U;Strong Uptrend
2020/07/14;MLPL;52,00;52,00;51,00;52,00;53,00;51,00;D;Downtrend
2020/07/14;MLPT;600,00;610,00;590,00;600,00;610,00;575,00;D;Uptrend
2020/07/14;MMLP;184,00;184,00;178,00;180,00;195,00;183,00;D;Uptrend
2020/07/14;MNCN;910,00;910,00;895,00;905,00;925,00;885,00;D;Downtrend
2020/07/14;MOLI;990,00;1000,00;955,00;1000,00;1000,00;1000,00;U;Strong Downtrend
2020/07/14;MPMX;490,00;492,00;484,00;490,00;494,00;480,00;U;Strong Downtrend
2020/07/14;MPOW;54,00;55,00;54,00;55,00;61,00;53,00;U;Strong Downtrend
2020/07/14;MPPA;111,00;111,00;109,00;110,00;115,00;110,00;D;Downtrend
2020/07/14;MPRO;860,00;900,00;780,00;825,00;870,00;820,00;D;Strong Downtrend
2020/07/14;MRAT;131,00;131,00;130,00;130,00;135,00;130,00;U;Uptrend
2020/07/14;MREI;5025,00;5025,00;5025,00;5025,00;5450,00;5800,00;D;Strong Downtrend
2020/07/14;MSIN;258,00;258,00;244,00;252,00;276,00;242,00;D;Strong Downtrend
2020/07/14;MSKY;1000,00;1000,00;1000,00;1000,00;1000,00;1000,00;U;Strong Downtrend
2020/07/14;MTDL;1425,00;1450,00;1420,00;1450,00;1430,00;1345,00;U;Strong Uptrend
2020/07/14;MTFN;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;MTLA;386,00;398,00;374,00;398,00;400,00;340,00;D;Uptrend
2020/07/14;MTPS;135,00;139,00;132,00;132,00;141,00;131,00;U;Strong Downtrend
2020/07/14;MTRA;244,00;244,00;244,00;244,00;244,00;244,00;U;Strong Uptrend
2020/07/14;MTSM;204,00;216,00;192,00;204,00;222,00;204,00;D;Uptrend
2020/07/14;MTWI;50,00;50,00;50,00;50,00;51,00;50,00;D;Strong Downtrend
2020/07/14;MYOH;1010,00;1090,00;1010,00;1090,00;1045,00;1000,00;U;Uptrend
2020/07/14;MYOR;2190,00;2220,00;2180,00;2210,00;2260,00;2230,00;D;Uptrend
2020/07/14;MYRX;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;MYRXP;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;MYTX;52,00;52,00;52,00;52,00;54,00;50,00;U;Uptrend
2019/08/22;NAGA;236,00;236,00;236,00;236,00;236,00;176,00;U;Uptrend
2020/07/14;NASA;108,00;112,00;108,00;109,00;153,00;153,00;D;Strong Downtrend
2020/07/14;NATO;286,00;302,00;286,00;296,00;324,00;282,00;U;Strong Downtrend
2020/07/14;NELY;129,00;129,00;126,00;127,00;133,00;132,00;D;Downtrend
2020/07/14;NFCX;1710,00;1735,00;1710,00;1710,00;1890,00;1630,00;D;Uptrend
2020/07/14;NICK;348,00;348,00;348,00;348,00;348,00;348,00;U;Strong Uptrend
2020/07/14;NIKL;500,00;625,00;500,00;625,00;515,00;480,00;U;Strong Uptrend
2020/07/14;NIPS;282,00;282,00;282,00;282,00;282,00;282,00;N;Strong Uptrend
2020/07/14;NIRO;140,00;140,00;140,00;140,00;145,00;131,00;D;Strong Downtrend
2020/07/14;NISP;730,00;745,00;715,00;735,00;750,00;725,00;U;Strong Uptrend
2020/07/14;NOBU;730,00;730,00;730,00;730,00;765,00;725,00;D;Strong Downtrend
2020/07/14;NRCA;376,00;380,00;370,00;370,00;350,00;346,00;U;Strong Uptrend
2020/07/14;NUSA;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;NZIA;210,00;210,00;206,00;206,00;240,00;174,00;D;Uptrend
2020/07/14;OASA;388,00;388,00;388,00;388,00;388,00;388,00;D;Strong Uptrend
2020/07/14;OCAP;196,00;196,00;196,00;196,00;196,00;196,00;D;Uptrend
2020/07/14;OKAS;76,00;82,00;76,00;80,00;85,00;75,00;D;Uptrend
2020/07/14;OMRE;316,00;316,00;316,00;316,00;316,00;316,00;U;Strong Downtrend
2020/07/14;OPMS;127,00;131,00;125,00;129,00;119,00;113,00;U;Strong Uptrend
2020/07/14;PADI;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;PALM;184,00;190,00;180,00;190,00;200,00;181,00;D;Uptrend
2020/07/14;PAMG;80,00;84,00;80,00;83,00;88,00;80,00;D;Strong Uptrend
2020/07/14;PANI;59,00;60,00;57,00;60,00;62,00;57,00;U;Strong Downtrend
2020/07/14;PANR;88,00;91,00;88,00;90,00;91,00;88,00;D;Uptrend
2020/07/14;PANS;880,00;890,00;865,00;870,00;1190,00;890,00;D;Uptrend
2020/07/14;PBID;870,00;875,00;860,00;875,00;865,00;845,00;U;Neutral
2020/07/14;PBRX;254,00;254,00;244,00;248,00;278,00;240,00;D;Uptrend
2020/07/14;PBSA;690,00;690,00;690,00;690,00;690,00;655,00;U;Neutral
2020/07/14;PCAR;214,00;214,00;200,00;200,00;214,00;214,00;D;Strong Downtrend
2020/07/14;PDES;460,00;500,00;460,00;488,00;550,00;450,00;U;Neutral
2020/07/14;PEGE;125,00;125,00;117,00;117,00;126,00;109,00;U;Strong Downtrend
2020/07/14;PEHA;1125,00;1160,00;1110,00;1155,00;1320,00;1065,00;D;Uptrend
2020/07/14;PGAS;1160,00;1185,00;1145,00;1165,00;1190,00;1110,00;D;Strong Uptrend
2020/07/14;PGJO;79,00;79,00;73,00;74,00;84,00;72,00;D;Strong Downtrend
2020/07/14;PGLI;208,00;226,00;206,00;226,00;228,00;206,00;U;Neutral
2020/07/14;PGUN;498,00;505,00;376,00;420,00;;;;N/A
2020/07/14;PICO;198,00;204,00;197,00;200,00;216,00;187,00;D;Downtrend
2020/07/14;PJAA;535,00;540,00;535,00;540,00;550,00;525,00;D;Strong Uptrend
2020/07/14;PKPK;50,00;51,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;PLAS;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;PLIN;2440,00;2440,00;2400,00;2400,00;2820,00;2340,00;D;Uptrend
2020/07/14;PMJS;125,00;126,00;125,00;125,00;126,00;125,00;U;Strong Downtrend
2020/07/14;PNBN;875,00;875,00;840,00;840,00;820,00;780,00;U;Strong Uptrend
2020/07/14;PNBS;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;PNIN;740,00;740,00;700,00;720,00;775,00;725,00;D;Strong Downtrend
2020/07/14;PNLF;188,00;189,00;182,00;185,00;196,00;180,00;U;Uptrend
2020/07/14;PNSE;675,00;840,00;675,00;840,00;515,00;515,00;U;Uptrend
2020/07/14;POLA;53,00;56,00;53,00;53,00;57,00;51,00;U;Neutral
2020/07/14;POLI;1095,00;1170,00;1095,00;1145,00;1200,00;1090,00;D;Uptrend
2020/07/14;POLL;5100,00;5100,00;4750,00;4750,00;6125,00;6200,00;D;Strong Downtrend
2020/07/14;POLU;860,00;1070,00;860,00;930,00;1130,00;800,00;U;Uptrend
2020/07/14;POLY;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;POOL;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;PORT;500,00;500,00;500,00;500,00;540,00;540,00;U;Neutral
2020/07/14;POSA;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;POWR;595,00;600,00;590,00;590,00;620,00;590,00;D;Strong Downtrend
2020/07/14;PPRE;197,00;199,00;193,00;195,00;202,00;188,00;D;Uptrend
2020/07/14;PPRO;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Downtrend
2020/07/14;PRAS;108,00;111,00;108,00;111,00;149,00;142,00;D;Strong Downtrend
2020/07/14;PRDA;3160,00;3160,00;3100,00;3100,00;3350,00;3130,00;D;Strong Downtrend
2020/07/14;PRIM;284,00;320,00;282,00;286,00;330,00;278,00;D;Downtrend
2020/07/14;PSAB;183,00;185,00;179,00;180,00;188,00;177,00;U;Strong Downtrend
2020/07/14;PSDN;113,00;113,00;113,00;113,00;113,00;113,00;D;Downtrend
2020/07/14;PSGO;105,00;108,00;105,00;106,00;100,00;100,00;U;Uptrend
2020/07/14;PSKT;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;PSSI;167,00;170,00;165,00;170,00;182,00;161,00;D;Strong Uptrend
2020/07/14;PTBA;2180,00;2200,00;2140,00;2140,00;2120,00;2040,00;U;Strong Uptrend
2020/07/14;PTIS;171,00;179,00;170,00;179,00;189,00;178,00;D;Strong Uptrend
2020/07/14;PTPP;1000,00;1000,00;970,00;980,00;1030,00;955,00;D;Strong Uptrend
2020/07/14;PTPW;1310,00;1440,00;1305,00;1400,00;1090,00;1075,00;U;Strong Uptrend
2020/07/14;PTRO;1650,00;1755,00;1555,00;1610,00;1370,00;1345,00;U;Strong Uptrend
2020/07/14;PTSN;179,00;190,00;179,00;186,00;192,00;179,00;D;Uptrend
2020/07/14;PTSP;3250,00;3250,00;3250,00;3250,00;3250,00;3250,00;D;Strong Downtrend
2020/07/14;PUDP;250,00;250,00;250,00;250,00;292,00;242,00;D;Strong Uptrend
2020/07/14;PURA;117,00;127,00;117,00;121,00;145,00;91,00;U;Strong Uptrend
2020/07/14;PURE;111,00;114,00;111,00;113,00;129,00;109,00;D;Strong Uptrend
2020/07/14;PWON;410,00;418,00;408,00;414,00;428,00;410,00;D;Uptrend
2020/07/14;PYFA;640,00;680,00;635,00;650,00;660,00;605,00;D;Strong Uptrend
2020/07/14;PZZA;685,00;690,00;670,00;680,00;750,00;665,00;D;Downtrend
2020/07/14;RAJA;111,00;115,00;110,00;111,00;114,00;110,00;D;Strong Uptrend
2020/07/14;RALS;580,00;585,00;565,00;575,00;595,00;570,00;D;Downtrend
2020/07/14;RANC;410,00;424,00;402,00;404,00;470,00;408,00;D;Strong Uptrend
2020/07/14;RBMS;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;RDTX;4950,00;4950,00;4950,00;4950,00;4950,00;4950,00;D;Strong Uptrend
2020/07/14;REAL;51,00;51,00;50,00;51,00;58,00;50,00;D;Strong Downtrend
2020/07/14;RELI;312,00;312,00;292,00;292,00;312,00;312,00;D;Uptrend
2020/07/14;RICY;94,00;95,00;94,00;94,00;96,00;94,00;U;Strong Downtrend
2020/07/14;RIGS;226,00;226,00;210,00;210,00;228,00;204,00;D;Uptrend
2020/07/14;RIMO;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;RISE;488,00;490,00;488,00;490,00;472,00;466,00;U;Strong Uptrend
2020/07/14;RMBA;228,00;228,00;224,00;226,00;248,00;222,00;D;Strong Downtrend
2020/07/14;RODA;50,00;50,00;50,00;50,00;51,00;50,00;D;Downtrend
2020/07/14;RONY;175,00;175,00;156,00;156,00;184,00;172,00;D;Strong Downtrend
2020/07/14;ROTI;1250,00;1250,00;1240,00;1250,00;1195,00;1185,00;U;Uptrend
2020/07/14;RUIS;163,00;163,00;163,00;163,00;174,00;165,00;D;Strong Downtrend
2020/07/14;SAFE;192,00;193,00;191,00;192,00;196,00;181,00;U;Neutral
2020/07/14;SAME;65,00;69,00;65,00;67,00;92,00;100,00;D;Strong Downtrend
2020/07/14;SAMF;396,00;396,00;374,00;388,00;388,00;350,00;U;Neutral
2020/07/14;SAPX;2250,00;2250,00;2250,00;2250,00;2340,00;1800,00;U;Strong Uptrend
2020/07/14;SATU;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Downtrend
2020/07/14;SBAT;101,00;102,00;98,00;100,00;119,00;97,00;U;Strong Downtrend
2020/04/17;SCBD;2700,00;2700,00;2700,00;2700,00;2700,00;2700,00;N;Strong Uptrend
2020/07/14;SCCO;9250,00;9375,00;9250,00;9375,00;9325,00;9200,00;U;Strong Uptrend
2020/07/14;SCMA;1235,00;1250,00;1225,00;1240,00;1300,00;1215,00;D;Strong Uptrend
2020/07/14;SCPI;29000,00;29000,00;29000,00;29000,00;29000,00;29000,00;N;Strong Uptrend
2020/07/14;SDMU;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;SDPC;112,00;112,00;107,00;111,00;119,00;98,00;U;Strong Uptrend
2020/07/14;SDRA;700,00;780,00;700,00;780,00;780,00;730,00;U;Neutral
2020/07/14;SFAN;985,00;985,00;985,00;985,00;995,00;985,00;D;Strong Uptrend
2020/07/14;SGRO;2000,00;2000,00;1985,00;2000,00;2000,00;1980,00;U;Strong Downtrend
2020/07/14;SHID;3650,00;3650,00;3650,00;3650,00;3650,00;3650,00;D;Strong Uptrend
2020/07/14;SHIP;600,00;600,00;585,00;595,00;600,00;575,00;U;Neutral
2019/06/14;SIAP;83,00;83,00;83,00;83,00;83,00;83,00;U;Strong Uptrend
2020/07/14;SIDO;1225,00;1230,00;1215,00;1215,00;1245,00;1180,00;D;Strong Downtrend
2020/07/14;SILO;5125,00;5150,00;4990,00;4990,00;5225,00;5050,00;D;Strong Downtrend
2020/07/14;SIMA;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;SIMP;274,00;282,00;270,00;282,00;282,00;266,00;U;Strong Uptrend
2020/07/14;SINI;600,00;600,00;540,00;560,00;615,00;505,00;U;Neutral
2020/07/14;SIPD;1010,00;1015,00;1010,00;1015,00;1100,00;980,00;D;Strong Downtrend
2020/07/14;SKBM;264,00;264,00;264,00;264,00;300,00;264,00;D;Downtrend
2020/07/14;SKLT;1610,00;1610,00;1610,00;1610,00;1610,00;1610,00;D;Strong Uptrend
2020/07/14;SKRN;600,00;610,00;585,00;585,00;498,00;535,00;U;Strong Uptrend
2020/07/14;SKYB;51,00;51,00;51,00;51,00;51,00;51,00;U;Strong Uptrend
2020/07/14;SLIS;5150,00;5325,00;5150,00;5175,00;5375,00;5025,00;D;Strong Uptrend
2020/07/14;SMAR;3310,00;3380,00;3080,00;3300,00;3130,00;2980,00;U;Strong Uptrend
2020/07/14;SMBR;332,00;410,00;322,00;410,00;328,00;308,00;U;Strong Uptrend
2020/07/14;SMCB;1030,00;1050,00;1010,00;1045,00;1120,00;1010,00;D;Downtrend
2020/07/14;SMDM;83,00;98,00;83,00;98,00;105,00;88,00;U;Strong Uptrend
2020/07/14;SMDR;230,00;236,00;226,00;226,00;230,00;214,00;U;Strong Uptrend
2020/07/14;SMGR;9425,00;9650,00;9375,00;9650,00;9850,00;9425,00;D;Strong Uptrend
2020/07/14;SMKL;170,00;178,00;170,00;175,00;184,00;163,00;U;Strong Downtrend
2020/07/14;SMMA;17500,00;17500,00;16275,00;17350,00;18000,00;15300,00;D;Strong Uptrend
2020/07/14;SMMT;76,00;84,00;76,00;78,00;76,00;66,00;U;Strong Downtrend
2020/07/14;SMRA;590,00;600,00;585,00;590,00;635,00;585,00;D;Uptrend
2020/07/14;SMRU;50,00;50,00;50,00;50,00;50,00;50,00;D;Strong Uptrend
2020/07/14;SMSM;1140,00;1140,00;1110,00;1135,00;1140,00;1040,00;U;Neutral
2017/06/22;SOBI;1700,00;1700,00;1700,00;1700,00;1700,00;1700,00;N;Strong Uptrend
2020/07/14;SOCI;129,00;129,00;126,00;127,00;125,00;121,00;U;Neutral
2020/07/14;SOFA;89,00;92,00;81,00;84,00;121,00;;;N/A
2020/07/14;SONA;6000,00;6000,00;6000,00;6000,00;6000,00;6000,00;D;Uptrend
2020/07/14;SOSS;378,00;400,00;334,00;344,00;446,00;390,00;D;Strong Downtrend
2020/07/14;SOTS;220,00;220,00;202,00;202,00;224,00;188,00;U;Uptrend
2020/07/14;SPMA;260,00;260,00;260,00;260,00;268,00;250,00;U;Strong Downtrend
2020/07/14;SPTO;496,00;496,00;484,00;494,00;500,00;494,00;U;Strong Downtrend
2018/03/20;SQBB;10500,00;10500,00;10500,00;10500,00;10500,00;10500,00;D;Strong Uptrend
2018/03/20;SQBI;440000,00;440000,00;440000,00;440000,00;440000,00;440000,00;D;Strong Uptrend
2020/07/14;SQMI;174,00;202,00;174,00;185,00;189,00;174,00;U;Strong Downtrend
2020/07/14;SRAJ;130,00;130,00;125,00;127,00;133,00;125,00;D;Strong Downtrend
2020/07/14;SRIL;196,00;196,00;193,00;193,00;199,00;193,00;D;Uptrend
2020/07/14;SRSN;60,00;60,00;58,00;60,00;62,00;56,00;U;Strong Uptrend
2020/07/14;SRTG;2740,00;2740,00;2730,00;2730,00;2740,00;2700,00;U;Strong Downtrend
2020/07/14;SSIA;378,00;378,00;362,00;366,00;394,00;380,00;D;Uptrend
2020/07/14;SSMS;800,00;805,00;790,00;800,00;805,00;790,00;U;Neutral
2020/07/14;SSTM;675,00;675,00;675,00;675,00;675,00;675,00;U;Strong Uptrend
2020/07/14;STAR;137,00;137,00;122,00;129,00;140,00;128,00;D;Strong Downtrend
2020/07/14;STTP;8500,00;8500,00;8500,00;8500,00;8750,00;8400,00;U;Neutral
2020/07/14;SUGI;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;SULI;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;SUPR;4850,00;4850,00;4850,00;4850,00;4850,00;4850,00;D;Strong Uptrend
2020/07/14;SURE;2930,00;2930,00;2930,00;2930,00;2930,00;2930,00;D;Strong Uptrend
2020/07/14;SWAT;96,00;98,00;96,00;97,00;100,00;93,00;U;Strong Uptrend
2020/07/14;TALF;246,00;246,00;214,00;214,00;294,00;256,00;D;Strong Downtrend
2020/07/14;TAMA;159,00;159,00;151,00;157,00;159,00;150,00;U;Uptrend
2020/07/14;TAMU;59,00;60,00;57,00;59,00;63,00;61,00;U;Strong Downtrend
2020/07/14;TARA;173,00;173,00;173,00;173,00;198,00;198,00;D;Strong Downtrend
2020/07/14;TAXI;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;TBIG;1125,00;1135,00;1110,00;1125,00;1140,00;1100,00;U;Strong Uptrend
2020/07/14;TBLA;615,00;650,00;610,00;650,00;590,00;575,00;U;Strong Uptrend
2020/07/14;TBMS;660,00;660,00;650,00;655,00;695,00;660,00;D;Downtrend
2020/07/14;TCID;7375,00;7375,00;7325,00;7325,00;7500,00;7475,00;U;Strong Downtrend
2020/07/14;TCPI;3480,00;3480,00;3240,00;3240,00;4160,00;4820,00;D;Strong Downtrend
2020/07/14;TDPM;94,00;94,00;91,00;92,00;95,00;91,00;U;Strong Downtrend
2020/07/14;TEBE;1405,00;1405,00;1405,00;1405,00;1830,00;1295,00;D;Strong Downtrend
2020/07/14;TECH;143,00;145,00;135,00;137,00;176,00;125,00;;N/A
2020/07/14;TELE;121,00;121,00;121,00;121,00;121,00;121,00;D;Strong Downtrend
2020/07/14;TFAS;158,00;172,00;158,00;172,00;173,00;157,00;U;Strong Uptrend
2020/07/14;TFCO;338,00;338,00;338,00;338,00;358,00;350,00;D;Downtrend
2020/07/14;TGKA;6500,00;6500,00;6500,00;6500,00;6500,00;6400,00;U;Strong Uptrend
2020/07/14;TGRA;67,00;71,00;67,00;68,00;76,00;64,00;D;Strong Downtrend
2020/07/14;TIFA;276,00;280,00;266,00;280,00;304,00;254,00;U;Strong Uptrend
2020/07/14;TINS;660,00;665,00;640,00;645,00;660,00;620,00;D;Strong Uptrend
2020/07/14;TIRA;270,00;270,00;270,00;270,00;270,00;270,00;D;Strong Downtrend
2020/07/14;TIRT;54,00;54,00;54,00;54,00;54,00;51,00;U;Uptrend
2017/11/15;TKGA;1800,00;1800,00;1800,00;1800,00;1800,00;1800,00;N;Strong Uptrend
2020/07/14;TKIM;7100,00;7100,00;6700,00;6700,00;7425,00;6125,00;U;Strong Uptrend
2020/07/14;TLKM;3100,00;3110,00;3070,00;3080,00;3190,00;3040,00;D;Strong Downtrend
2020/07/14;TMAS;106,00;107,00;104,00;107,00;121,00;117,00;D;Uptrend
2019/11/08;TMPI;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;TMPO;134,00;136,00;134,00;136,00;178,00;134,00;D;Downtrend
2020/07/14;TNCA;150,00;170,00;149,00;149,00;196,00;165,00;D;Strong Downtrend
2020/07/14;TOBA;348,00;348,00;348,00;348,00;352,00;348,00;D;Downtrend
2020/07/14;TOPS;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;TOTL;374,00;378,00;358,00;370,00;354,00;328,00;U;Strong Uptrend
2020/07/14;TOTO;224,00;228,00;220,00;222,00;234,00;216,00;D;Uptrend
2020/07/14;TOWR;1060,00;1070,00;1055,00;1065,00;1115,00;1050,00;D;Strong Uptrend
2020/07/14;TPIA;6775,00;6925,00;6725,00;6875,00;6850,00;6525,00;U;Neutral
2020/07/14;TPMA;328,00;330,00;328,00;330,00;330,00;282,00;U;Strong Uptrend
2020/07/14;TRAM;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;TRIL;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;TRIM;124,00;127,00;116,00;123,00;125,00;115,00;U;Uptrend
2020/07/14;TRIN;270,00;272,00;266,00;268,00;278,00;266,00;D;Uptrend
2020/07/14;TRIO;426,00;426,00;426,00;426,00;426,00;426,00;U;Strong Uptrend
2020/07/14;TRIS;216,00;222,00;206,00;222,00;232,00;192,00;U;Strong Downtrend
2020/07/14;TRST;382,00;382,00;382,00;382,00;382,00;382,00;D;Uptrend
2018/09/10;TRUB;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;TRUK;121,00;124,00;120,00;122,00;139,00;109,00;U;Strong Uptrend
2020/07/14;TRUS;334,00;334,00;334,00;334,00;346,00;314,00;D;Downtrend
2020/07/14;TSPC;1395,00;1400,00;1390,00;1400,00;1490,00;1365,00;D;Strong Uptrend
2020/07/14;TUGU;2630,00;2650,00;2630,00;2650,00;2900,00;2680,00;D;Strong Downtrend
2020/07/14;TURI;1390,00;1390,00;1390,00;1390,00;1500,00;1350,00;D;Uptrend
2020/07/14;UANG;650,00;685,00;645,00;685,00;;;;N/A
2020/07/14;UCID;1455,00;1550,00;1455,00;1505,00;1460,00;1420,00;U;Uptrend
2020/07/14;ULTJ;1620,00;1620,00;1605,00;1605,00;1635,00;1600,00;D;Uptrend
2020/07/14;UNIC;3360,00;3700,00;3360,00;3700,00;3500,00;3350,00;U;Strong Uptrend
2020/07/14;UNIT;163,00;163,00;155,00;155,00;155,00;145,00;U;Strong Uptrend
2020/07/14;UNSP;60,00;62,00;59,00;60,00;62,00;57,00;D;Strong Uptrend
2020/07/14;UNTR;18600,00;18925,00;18275,00;18325,00;19125,00;16475,00;U;Strong Uptrend
2020/07/14;UNVR;8025,00;8100,00;8000,00;8075,00;8175,00;7850,00;U;Strong Uptrend
2020/07/14;URBN;1550,00;1555,00;1500,00;1545,00;1605,00;1600,00;D;Strong Downtrend
2020/07/14;VICO;70,00;80,00;70,00;73,00;87,00;77,00;D;Strong Downtrend
2020/07/14;VINS;122,00;122,00;114,00;114,00;125,00;107,00;D;Uptrend
2020/07/14;VIVA;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;VOKS;206,00;206,00;199,00;204,00;210,00;190,00;U;Neutral
2020/07/14;VRNA;105,00;106,00;105,00;105,00;131,00;96,00;D;Strong Downtrend
2020/07/14;WAPO;65,00;65,00;65,00;65,00;65,00;65,00;U;Strong Downtrend
2020/07/14;WEGE;206,00;206,00;202,00;204,00;218,00;191,00;D;Strong Uptrend
2020/07/14;WEHA;81,00;82,00;80,00;81,00;88,00;80,00;D;Strong Downtrend
2020/07/14;WICO;580,00;580,00;580,00;580,00;580,00;580,00;D;Strong Downtrend
2020/07/14;WIIM;188,00;193,00;187,00;193,00;202,00;178,00;D;Strong Uptrend
2020/07/14;WIKA;1270,00;1280,00;1250,00;1255,00;1290,00;1170,00;D;Strong Uptrend
2020/07/14;WINS;92,00;92,00;90,00;91,00;93,00;90,00;D;Uptrend
2020/07/14;WOMF;202,00;206,00;200,00;204,00;208,00;199,00;U;Strong Uptrend
2020/07/14;WOOD;406,00;426,00;404,00;420,00;408,00;388,00;U;Strong Uptrend
2020/07/14;WOWS;51,00;67,00;51,00;67,00;52,00;50,00;U;Strong Uptrend
2020/07/14;WSBP;206,00;208,00;200,00;202,00;220,00;199,00;D;Strong Uptrend
2020/07/14;WSKT;715,00;720,00;710,00;715,00;750,00;705,00;D;Uptrend
2020/07/14;WTON;302,00;302,00;298,00;298,00;324,00;274,00;D;Strong Uptrend
2020/07/14;YELO;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;YPAS;478,00;478,00;474,00;474,00;500,00;374,00;U;Uptrend
2020/07/14;YULE;185,00;185,00;180,00;185,00;162,00;162,00;U;Uptrend
2020/07/14;ZBRA;51,00;51,00;51,00;51,00;51,00;50,00;U;Strong Uptrend
2020/07/14;ZINC;141,00;143,00;139,00;142,00;144,00;132,00;U;Strong Downtrend
2020/07/14;ZONE;414,00;416,00;414,00;416,00;422,00;414,00;D;Strong Uptrend
